,owner_id,owner,location,pilot_parcel_no,underlying_parcel_number,begin_date,end_date,assmt_taxes,pilot_contract_amt,pilot_debt_service_amt,difference
142,187ddd83a64c,federal express corporation,3851 airways,['IDB0967A000000'],['0009670000000D'],2014-12-31,2027-12-31 00:00:00,42925.0,100.0,10731.0,-32093.0
143,187ddd83a64c,federal express corporation,3851 airways,['IDB1160A000000'],['0011600000000D'],2015-12-31,2028-12-31 00:00:00,4665.0,100.0,1166.0,-3399.0
144,187ddd83a64c,federal express corporation,3851 airways,['IDB1703A000000'],['0017030000000D'],2016-12-31,2029-12-31 00:00:00,59235.0,100.0,14809.0,-44326.0
145,187ddd83a64c,federal express corporation,3851 airways,['IDB1704A000000'],['0017040000000D'],2017-12-31,2030-12-31 00:00:00,65425.0,100.0,16356.0,-48968.0
146,187ddd83a64c,federal express corporation,5050 holmes,['IDB1750A000000'],"['0017500000000D', ' 0017540000000D']",2018-12-31,2031-12-31 00:00:00,78716.0,100.0,19679.0,-58937.0
147,47549848842c,fedex supplychain system inc,5050 holmes,['IDB11700000000'],['9420000005440'],2015-12-31,2020-10-15 00:00:00,275012.0,148079.0,33001.0,-93932.0
148,47549848842c,fedex supplychain system inc,9 fedex,['IDB0001C000000'],['C0243000004060'],2019-01-13,2039-01-13 00:00:00,221113.0,48928.0,54770.0,-117416.0
149,47549848842c,fedex supplychain system inc,9 fedex,['IDB0006C000000'],['C0243000004050'],2019-01-13,2039-01-13 00:00:00,1497979.0,358752.0,374495.0,-764732.0
150,c0f75c74b5be,feels like home senior residences,3393 kirby,['IHE0005O000000'],['9350000004860'],2020-01-01,2039-12-31 00:00:00,62045.0,13721.0,0.0,-48324.0
151,4b01e9c92881,fielders square forum residential partners,41 fourth,['ICC03850000000'],"['00206100000050', ' 0020610000006C', ' 00206100000240', ' 0050010000020C', ' 0050020000001C', '']",2000-05-17,2039-05-17 00:00:00,488471.0,33992.0,0.0,-454479.0
152,bd4445b7140d,filament llc,663 cooper,['ICC07750000000'],"['03002800000130', ' 0300280000013C', ' 03002800000140']",2018-08-31,2022-08-31 00:00:00,16700.0,5582.0,7847.0,-3271.0
153,236c06e85209,finard court square llc,30 second,['ICC07280000000'],['202500000010'],2008-08-28,2023-08-28 00:00:00,28963.0,2327.0,6659.0,-19977.0
154,2e3c8b3fdeaa,flats at overton square pmt investments llc,0 diana,['ICC07700000000'],"['01706400000090', ' 01706400000100']",2019-01-30,2027-01-30 00:00:00,20457.0,835.0,4905.0,-14716.0
155,60437757cda2,ford sr villas lp,556 deerskin,['IHE0002O000000'],"['0750870F000010', ' 0750870F000020', ' 0750870F000030', ' 0750870F000040', ' 0750870F000050', ' 0750870F000060', ' 0750870F000070', ' 0750870F000080', ' 0750870F000090', ' 0750870F000100', ' 0750870F000110', ' 0750870F000120', ' 0750870F000130', ' 0750870F000140', ' 0750870F000150', ' 0750870F000160', ' 0750870F000170', ' 0750870F000180', ' 0750870F000190', ' 0750870F000200', ' 0750870F000210', ' 0750870F000220', ' 0750870F000230', ' 0750870F000240', ' 0750870F000250', ' 0750870F000260', ' 0750870F000270', ' 0750870F000280', ' 0750870F000290', ' 0750870F000300', ' 0750870F000310', ' 0750870F000320', ' 0750870F000330', ' 0750870F000340', ' 0750870F000350', ' 0750870F000360', ' 0750870F000370', ' 0750870F000380', '']",2007-03-15,2027-03-15 00:00:00,71513.0,2174.0,0.0,-69339.0
156,824ee38734b1,franklin sports inc,5510 getwell,['IDB1719A000000'],['0017190000000D'],2018-12-31,2024-12-31 00:00:00,800.0,0.0,200.0,-600.0
157,824ee38734b1,franklin sports inc,5510 getwell,['IDB1780A000000'],['0017800000000D'],2019-12-31,2025-12-31 00:00:00,1454.0,0.0,364.0,-1091.0
158,824ee38734b1,franklin sports inc,5510 getwell,['IDB17960000000'],['9410000000700'],2020-02-01,2026-02-01 00:00:00,515421.0,370683.0,36185.0,-108554.0
159,824ee38734b1,franklin sports inc,5510 getwell,['IDB1800A000000'],['0018000000000D'],2020-12-31,2036-12-31 00:00:00,16176.0,0.0,4044.0,-12132.0
160,9c60aefc18b4,frix properties,59 main,['ICC07180000000'],['203900000130'],2007-12-31,2022-12-31 00:00:00,9340.0,2313.0,1757.0,-5270.0
161,5fd8d087aa22,gateway apartments lp,1045 jefferson,['ICC02130000000'],['0180620000004C'],1997-12-31,2022-12-31 00:00:00,24451.0,4339.0,0.0,-20112.0
162,f990598fbb5e,gayoso house lp,141 main,['ICC01130000000'],"['00204300000040', ' 00204300000100']",1993-12-21,2023-12-21 00:00:00,106286.0,1124.0,0.0,-105162.0
163,974626ff91b5,getwell pointe apartments,3007 getwell road,['IHE0007J000000'],['730170000198'],2022-01-21,2042-01-20 00:00:00,35598.0,16824.0,0.0,-18774.0
164,fa0c449b658b,gill poplar gp,6797 hwy 72,['IDB0000G000050'],['G0219000003110'],2018-03-17,2033-03-17 00:00:00,346522.0,169314.0,44302.0,-132906.0
165,bbaba213724c,glendale park,3910 stuart,['IHE0005E000000'],['0580560000047C'],2016-12-31,2026-12-30 00:00:00,51856.0,7017.0,0.0,-44839.0
166,fb747efe0e5b,gmf bent tree llc,2046 winchester,['IHE0003W000000'],"['07800800000150', ' 07800800000160', ' 07800800000590']",2013-10-30,2023-10-29 00:00:00,67209.0,9725.0,0.0,-57483.0
167,d860f1813b76,gospel gardens tn tc lp,4801 farris circle,['IHE0005A000000'],"['07611400000040', ' 07611400000050']",2018-09-14,2028-09-14 00:00:00,121046.0,6373.0,0.0,-114673.0
168,d058ec7be44b,gpt industrial group owner i lp,6100 holmes,['IDB16900000000'],['9420000005070'],2018-06-04,2026-06-04 00:00:00,497923.0,17259.0,120166.0,-360498.0
169,e1601c378f04,graceland pointe saddle vineyards lp,3507 boeingshire,['IHE0004A000000'],"['07802800000190', ' 07802800001900', ' 07802800001910']",2013-12-11,2023-12-10 00:00:00,56457.0,3221.0,0.0,-53237.0
170,6eb22cdcd8fe,grahamwood place apartment community llc,4045 summer,['IHE0003G000000'],['5500100000860'],2012-05-10,2032-05-09 00:00:00,66207.0,15669.0,0.0,-50538.0
171,a07f7deef1be,ha memphis holdings 138 huling llc,138 huling,['ICC07640000000'],"['00211900000030', ' 00211900000040']",2018-08-30,2028-08-30 00:00:00,108198.0,3602.0,26149.0,-78447.0
172,4bf8c5100b6a,harbor town centre,113 harbor town,['ICC03860000000'],"['0010010S000010', ' 0010010S000020', ' 0010010S000030', ' 0010010S000050', ' 0010010S000060', ' 0010010S000070', ' 0010010S000080', ' 0010010S000130', '']",1998-08-31,2024-08-31 00:00:00,7652.0,469.0,0.0,-7183.0
173,ca2b7702b0f6,harbor view properties inc,1513 second,['ICC07270000000'],"['0390010000003C', ' 03900100000060', ' 03900100000130']",2008-12-30,2023-12-30 00:00:00,132710.0,597.0,33028.0,-99085.0
174,8d3af8c71335,hertz memphis three llc,195 madison,['ICC03260000000'],['0020600000002C'],1998-12-29,2028-12-31 00:00:00,62678.0,5943.0,0.0,-56735.0
175,4aae9f5906a0,hickory grove tmf ridgeway llc,6277 lake arbor,['IHE0005P000000'],"['0932000000337C', ' 09320000003380']",2020-01-01,2039-12-31 00:00:00,299958.0,115025.0,0.0,-184933.0
176,87106a47fd39,highland meadows apts,3517 andy way,['IPH0000B000000'],['0830200000017C'],1989-10-16,2029-12-01 00:00:00,122950.0,89.0,0.0,-122861.0
177,dcecba913325,highland meadows partners llc,5001 airways blvd,['IHE0003Y000000'],['0790870000059C'],2012-12-31,2022-12-30 00:00:00,124178.0,37561.0,0.0,-86617.0
178,8e4392680c4b,highwoods realty limited partnership,0 international place,['IDB09920000000'],['0800080000480C'],2014-12-31,2029-12-31 00:00:00,687850.0,32891.0,171963.0,-482997.0
179,7a1798f03c29,hillcrest memphis lp,4155 east wind dr 1,['IHE0000A000000'],['0790040000001C'],2008-10-01,2028-09-30 00:00:00,53193.0,16412.0,0.0,-36781.0
180,b0e661555130,hmd wright llc,0 memphis arlington,['IDB0000A000190'],['A0141L0A000340'],2019-05-01,2029-05-01 00:00:00,85222.0,2796.0,21305.0,-61121.0
181,e146d453c8aa,hollywood feed llc,1341 warford,['IDB17020000000'],"['0430060000008C', ' 04300600000110']",2018-07-31,2028-07-31 00:00:00,15264.0,3180.0,3021.0,-9064.0
182,e146d453c8aa,hollywood feed llc,1341 worford,['IDB1743A000000'],['0017510000000D'],2018-12-31,2028-12-31 00:00:00,30452.0,0.0,7613.0,-22839.0
183,5065a5ecc78e,horn lake apartments lp,4353 horn lake,['IHE0002T000000'],"['0751500B000010', ' 0751500B000020', ' 0751500B000030', ' 0751500B000040', ' 0751500B000050', ' 0751500B000060', ' 0751500B000070', ' 0751500B000080', ' 0751500B000090', ' 0751500B000100', ' 0751500B000110', ' 0751500B000120', ' 0751500B000130', ' 0751500B000140', ' 0751500B000150', ' 0751500B000160', ' 0751500B000170', ' 0751500B000180', ' 0751500B000190', ' 0751500B000200', ' 0751500B000210', ' 0751500B000220', ' 0751500B000230', ' 0751500B000240', ' 0751500B000250', ' 0751500B000260', ' 0751500B000270', ' 0751500B000280', ' 0751500B000290', ' 0751500B000300', ' 0751500B000310', ' 0751500B000320', ' 0751500B000330', ' 0751500B000340', ' 0751500B000350', ' 0751500B000360', ' 0751500B000370', ' 0751500B000380', ' 0751500B000390', '']",2008-07-11,2028-07-11 00:00:00,80513.0,279.0,0.0,-80234.0
184,71c1f2ea9c35,hotel memphis,250 n main st,['ICC02290000000'],"['00102900000040', ' 00102900000050', ' 0010300000001L']",1998-04-14,2023-04-14 00:00:00,607721.0,135600.0,0.0,-472121.0
185,4eac4701a1ac,hotel peabody gp,150 peabody,['ICC0419B000000'],['0050050A000010'],1999-07-29,2024-07-29 00:00:00,66182.0,44124.0,0.0,-22059.0
186,6127a1b22964,hotel peabody ltd,149 union,['ICC02120000000'],"['0020510A000010', ' 0020510A000020', ' 0020510A000030', ' 0020510A000040', '']",1997-12-31,2037-12-31 00:00:00,1353185.0,366471.0,0.0,-986714.0
187,1d2ca4d9f2ba,hunters ridge property solutions group,3108 new allen road,['IHE0006V000000'],"['08401100000010', ' 08401100000360']",2021-12-01,2041-11-30 00:00:00,25311.0,12626.0,0.0,-12685.0
188,c8a35803880a,hyosung heavy industries corporation,2865 riverport,['IDB1794A000000'],['0017940000000D'],2019-12-31,2030-12-31 00:00:00,39178.0,0.0,9794.0,-29383.0
189,095fc36a7e36,hyosung hico ltd,2865 riverport rd,['IDB18020000000'],"['05011800000380', ' 05011800000550']",2020-12-14,2031-02-13 00:00:00,442579.0,0.0,110645.0,-331935.0
190,095fc36a7e36,hyosung hico ltd,2865 riverpoint,['IDB1821A000000'],['0018210000000D'],2020-12-31,2031-12-31 00:00:00,265069.0,0.0,66267.0,-198802.0
191,8bdbd030e9a5,idig davenport llc,3292 holmes,['IDB17450000000'],['9410000002890'],2018-12-31,2031-12-31 00:00:00,545347.0,4238.0,136337.0,-404772.0
192,29cce1529290,ikea u s east llc,0 germantown,['IDB10000000000'],"['09540000006000', ' 09650000007530', ' 09650000007540']",2015-12-31,2026-12-31 00:00:00,454796.0,40300.0,113285.0,-301211.0
193,29cce1529290,ikea u s east llc,7900 ikea way,['IDB1560A000000'],['0015600000000D'],2016-12-31,2027-12-31 00:00:00,40767.0,0.0,6489.0,-34278.0
194,72bfe4def2c6,imc companies llc,1305 schilling,['IDB0000C000240'],['C02440A0007430'],2021-12-31,2031-12-31 00:00:00,21117.0,15838.0,65885.0,60606.0
195,865f874fb5c8,impact innovations inc,6269 shelby,['IDB1736A000000'],['173600000000'],2018-12-31,2027-12-31 00:00:00,17643.0,100.0,4631.0,-12912.0
196,407bf6c8c143,imperial,6099 global drive,['IDB18520000000'],['9420000005030'],2021-07-01,2031-07-01 00:00:00,194240.0,5547.0,23526.0,-165167.0
197,e8d379e72c19,international paper,5321 e shelby dr,['IDB18500000000'],['9360000004410'],2022-07-01,2030-12-31 00:00:00,99902.0,4025.0,11581.0,-84296.0
198,81d2de3764ea,international paper company,6165 holmes,['IDB09570000000'],['9420000004980'],2015-01-30,2030-01-30 00:00:00,65161.0,4470.0,16290.0,-44401.0
199,81d2de3764ea,international paper company,6165 holmes,['IDB103A0000000'],['0001030000000D'],2015-12-31,2030-12-31 00:00:00,0.0,100.0,735.0,835.0
200,81d2de3764ea,international paper company,6420 poplar,['IDB1270A000000'],['0012700000000D'],2015-12-31,2030-12-31 00:00:00,19437.0,100.0,4859.0,-14478.0
201,81d2de3764ea,international paper company,6400 poplar the towers,['IDB1280A000000'],['0012800000000D'],2015-12-31,2030-12-31 00:00:00,24682.0,100.0,6170.0,-18411.0
202,81d2de3764ea,international paper company,6340 poplar,['IDB13400000000'],"['0800080000340C', ' 08000800003410', ' 08000800003420']",2015-12-31,2030-12-31 00:00:00,491237.0,28605.0,122809.0,-339822.0
203,81d2de3764ea,international paper company,1740 international,['IDB1370A000000'],['0013700000000D'],2015-12-31,2030-12-31 00:00:00,30033.0,100.0,7508.0,-22425.0
204,81d2de3764ea,international paper company,6165 holmes,['IDB1380A000000'],['0013800000000D'],2015-12-31,2030-12-31 00:00:00,0.0,100.0,16957.0,17057.0
205,81d2de3764ea,international paper company,3232 players club,['IDB13900000000'],['8109100000040'],2015-12-31,2030-12-31 00:00:00,116442.0,21640.0,29111.0,-65692.0
206,81d2de3764ea,international paper company,2522 winchester,['IDB14100000000'],['0601740000128L'],2015-12-31,2030-12-31 00:00:00,22725.0,0.0,4833.0,-17892.0
207,81d2de3764ea,international paper company,2522 winchester,['IDB1420A000000'],['0014200000000D'],2015-12-31,2030-12-31 00:00:00,318.0,100.0,80.0,-139.0
208,f1e1f4d9e494,island properties associates,715 harbor bend,['ICC02100000000'],['100100000550'],1997-10-27,2028-10-27 00:00:00,22374.0,1775.0,0.0,-20599.0
209,6739b6bd5646,island harbor corp,0 harbor town,['ICC02250000000'],"['00100100000610', ' 00100100000910', ' 00100100000920', ' 00100100000930', ' 00100100000940', ' 00100100000950', ' 0690770000013C', '']",1996-11-01,2021-11-01 00:00:00,451819.0,451819.0,0.0,0.0
210,ebc6452630e1,j m smucker llc,4789 cromwell,['IDB09760000000'],['7403200000350'],2014-12-31,2027-12-31 00:00:00,289206.0,38117.0,181304.0,-69785.0
211,ebc6452630e1,j m smucker llc,4789 cromwell,['IDB0986A000000'],['0009860000000D'],2014-12-31,2029-12-31 00:00:00,129416.0,100.0,32354.0,-96962.0
212,ebc6452630e1,j m smucker llc,4789 cromwell,['IDB1190A000000'],['0011900000000D'],2015-12-31,2030-12-31 00:00:00,6429.0,100.0,1607.0,-4722.0
213,ebc6452630e1,j m smucker llc,4789 cromwell,['IDB1580A000000'],['0015800000000D'],2017-12-31,2032-12-31 00:00:00,8833.0,100.0,2208.0,-6524.0
214,ebc6452630e1,j m smucker llc,4789 cromwell,['IDB1718A000000'],['0017180000000D'],2018-12-31,2033-12-31 00:00:00,13099.0,100.0,2456.0,-10543.0
215,d75e02e354d4,john madison exum towers preservation lp,3155 sharpe,['IHE0004L000000'],"['05903700001390', ' 0590370000139C', ' 05903700001400']",2015-12-01,2025-11-30 00:00:00,98871.0,32101.0,0.0,-66770.0
216,47d6e6981aed,knickerbocker properties,75 mud island access,['ICC03830000000'],['6907700000420'],2000-01-13,2040-01-13 00:00:00,523575.0,51.0,0.0,-523524.0
217,8a58d0b7e2dc,knickerbocker properties inc xxxix,1300 island,['ICC04120000000'],['6907700000260'],2000-04-25,2022-12-25 00:00:00,273726.0,9687.0,0.0,-264039.0
218,b36a374412c9,knowledge quest,1044 lauderdale,['ICC07550000000'],['2503100000010'],2015-04-29,2025-04-29 00:00:00,873.0,1003.0,0.0,130.0
219,6b707ae9a3c3,ktg usa lp,400 mahannah,['IDB08680000000'],['0390350000017C'],2011-08-16,08/01/20263,149069.0,106922.0,37267.0,-4880.0
220,6b707ae9a3c3,ktg usa lp,400 mahannah,['IDB0904A000000'],['0009040000000D'],2012-12-31,2027-12-31 00:00:00,396355.0,100.0,99089.0,-297167.0
221,6b707ae9a3c3,ktg usa lp,400 mahannah,['IDB0927A000000'],['0009270000000D'],2013-12-31,2028-12-31 00:00:00,122941.0,100.0,30735.0,-92106.0
222,6b707ae9a3c3,ktg usa lp,400 mahannah,['IDB0964A000000'],['0009640000000D'],2014-08-16,2029-08-16 00:00:00,227043.0,100.0,56761.0,-170182.0
223,2de20fc05f9f,lamar crossing lamar apartments lp,2010 meadowlark run,['IHE0003N000000'],['5902100000520'],2012-06-06,2032-06-05 00:00:00,116697.0,21610.0,0.0,-95087.0
224,75effe7e77c9,latham terrace lp,309 e e h crump,['IHE0002U000000'],['0130410A000030'],2006-01-31,2026-01-30 00:00:00,1546.0,554.0,0.0,-992.0
225,2acb83395536,ledic management,138 st paul ave,['IHE0007A000000'],['21100000180'],2016-12-09,2026-12-09 00:00:00,114743.0,2913.0,0.0,-111831.0
226,3ba10ae2a5e3,legends park commercial i lp,0 pauline,['ICC07290000000'],['5101700000090'],2008-11-12,2023-11-12 00:00:00,40878.0,379.0,10125.0,-30374.0
227,1bb1fc967881,legends park east lp,1003 nabor,['IHE0002J000000'],"['05101700000030', ' 05101700000040', ' 05101700000050', ' 05101700000060', ' 05101700000070', ' 05101700000120', ' 05101700000140', ' 05101700000180', ' 05101700000190', ' 05101700000200', '']",2008-08-28,2028-08-27 00:00:00,401124.0,834.0,0.0,-400290.0
228,1bb1fc967881,legends park east lp,290 ayers,['IHE0002P000000'],"['05101700000150', ' 05101700000160', ' 05101700000170']",2010-09-09,2030-09-08 00:00:00,135433.0,697.0,0.0,-134737.0
229,11a0df94bbb2,legends park north lp,0 delmar,['IHE0003C000000'],['5101700000190'],2011-11-07,2031-11-06 00:00:00,3686.0,327.0,0.0,-3359.0
230,db87b5df63b9,lesaint logistics llc,5461 davidson,['IDB18280000000'],['9420000004460'],2020-12-31,2030-12-31 00:00:00,488089.0,149445.0,84667.0,-253977.0
231,17b115df4129,logical systems llc,2756 appling center,['IDB08980000000'],"['09200500000130', ' 09200500000140']",2013-01-01,2022-12-31 00:00:00,39953.0,10253.0,9988.0,-19711.0
232,9a0da30ab5f8,lucite international inc,7275 goodlett farms pkwy,['IDB0852A000000'],"['0005820000000D', ' 0008520000000D']",2010-12-16,2025-12-31 00:00:00,149.0,0.0,37.0,-112.0
233,9a0da30ab5f8,lucite international inc,2665 fite,['IDB0853A000000'],['0008530000000D'],2010-12-16,2025-12-31 00:00:00,16148.0,0.0,4037.0,-12111.0
234,9a0da30ab5f8,lucite international inc,2665 fite,['IDB0890A000000'],['0008900000000D'],2012-12-31,2027-12-31 00:00:00,2522.0,0.0,631.0,-1892.0
235,9a0da30ab5f8,lucite international inc,2665 fite,['IDB08910000000'],['D0135000004380'],2012-01-01,2025-12-31 00:00:00,47383.0,38081.0,0.0,-9302.0
236,9a0da30ab5f8,lucite international inc,7275 goodlett farms,['IDB0917A000000'],['0009170000000D'],2013-12-31,2028-12-31 00:00:00,70.0,100.0,18.0,47.0
237,9a0da30ab5f8,lucite international inc,2665 fite,['IDB0930A000000'],['0009300000000D'],2013-12-31,2028-12-31 00:00:00,23084.0,100.0,5771.0,-17213.0
238,9a0da30ab5f8,lucite international inc,7275 goodlett farms,['IDB0953A000000'],['0009530000000D'],2014-12-31,2029-12-31 00:00:00,50069.0,100.0,12517.0,-37452.0
239,9a0da30ab5f8,lucite international inc,2665 fite,['IDB1090A000000'],['0010900000000D'],2015-12-31,2030-12-31 00:00:00,378732.0,100.0,94683.0,-283949.0
240,9a0da30ab5f8,lucite international inc,7275 goodletts farm,['IDB1100A000000'],['0011000000000D'],2015-12-31,2030-12-31 00:00:00,21143.0,100.0,5286.0,-15758.0
241,9a0da30ab5f8,lucite international inc,2665 fite,['IDB1756A000000'],['0017560000000D'],2011-12-31,2026-12-31 00:00:00,1824.0,0.0,456.0,-1368.0
242,7ea76645dd86,macon manor jsc brawley llc,4517 macon,['IHE0003J000000'],"['05311200000240', ' 05312200000120', ' 0630010000004C']",2012-08-03,2032-08-02 00:00:00,31707.0,16395.0,0.0,-15312.0
243,57dce25d5f20,main monroe hospitality 2018 memphis hotel propco llc,110 monroe,['ICC00450000000'],['205700000090'],1984-12-31,2025-12-31 00:00:00,115157.0,2691.0,0.0,-112466.0
244,dc7ce7643bd1,main street apartment partners llc,0 main,['ICC07480000000'],"['00212500000100', ' 00212500000110', ' 00212500000120']",2014-07-18,2034-07-18 00:00:00,345181.0,6615.0,84641.0,-253924.0
245,09be4da5fa4d,makowsky ringel green llc,1819 madison,['IDB18290000000'],['0170470000003C'],2020-10-01,2034-09-30 00:00:00,165161.0,6577.0,38429.0,-120155.0
246,cc43ef20dbe8,malone park commons llc,97 saffarans ave,['ICC07930000000'],"['00106100000110', ' 00106100000120', ' 00106100000170', ' 00106100000230', ' 00106100000240', ' 00106100000250']",2020-08-14,2033-08-14 00:00:00,15403.0,1526.0,3469.0,-10408.0
247,cf5aebdf718e,mark s grawemeyer and leslie e smith,530 main,['ICC02140000000'],['211400000170'],1997-12-31,2022-12-31 00:00:00,3427.0,496.0,0.0,-2930.0
248,cf5aebdf718e,mark s grawemeyer and leslie e smith,522 main,['ICC02150000000'],['211400000140'],1997-12-31,2022-12-31 00:00:00,1330.0,548.0,0.0,-782.0
249,cf5aebdf718e,mark s grawemeyer and leslie e smith,524 main,['ICC02160000000'],['211400000180'],1997-12-31,2022-12-31 00:00:00,644.0,155.0,0.0,-490.0
250,cf5aebdf718e,mark s grawemeyer and leslie e smith,0 calhoun,['ICC02170000000'],['211400000160'],1997-12-31,2022-12-31 00:00:00,713.0,37.0,0.0,-677.0
251,cf5aebdf718e,mark s grawemeyer and leslie e smith,520 main,['ICC02180000000'],['211400000130'],1997-12-31,2022-12-31 00:00:00,2472.0,738.0,0.0,-1734.0
252,1e2ce022dc60,mason homes on 4th mason village,900 s fourth,['IHE0004Q000000'],['0130400000001C'],2017-08-01,2037-07-31 00:00:00,423.0,178.0,0.0,-245.0
253,03606461b667,mc ionic solutions us inc,2665 fite,['IDB0908A000000'],['0009080000000D'],2012-12-31,2026-12-31 00:00:00,36562.0,100.0,9141.0,-27322.0
254,03606461b667,mc ionic solutions us inc,2665 fite,['IDB0926A000000'],['0009260000000D'],2013-12-31,2027-12-31 00:00:00,374.0,100.0,94.0,-181.0
255,03606461b667,mc ionic solutions us inc,2665 fite,['IDB1250A000000'],['0012500000000D'],2015-12-31,2030-12-31 00:00:00,38788.0,100.0,9697.0,-28991.0
256,a88c6b00d514,mckesson corporation,4836 southridge blvd rx pak,['IDB0939A000000'],['0009390000000D'],2012-12-31,2023-12-31 00:00:00,5412.0,100.0,1353.0,-3959.0
257,a88c6b00d514,mckesson corporation,4971 southridge,['IDB0945A000000'],['0009450000000D'],2011-12-31,2023-12-31 00:00:00,12616.0,100.0,3154.0,-9362.0
258,a88c6b00d514,mckesson corporation,4836 southridge rx pak,['IDB0981A000000'],['0009810000000D'],2012-12-31,2023-12-31 00:00:00,71798.0,100.0,986.0,-70712.0
259,a88c6b00d514,mckesson corporation,4836 southridge,['IDB0861A000000'],['0008610000000D'],2010-12-31,2022-12-31 00:00:00,1009.0,100.0,252.0,-657.0
260,a88c6b00d514,mckesson corporation,4001 quest way,['IDB0969A000000'],['0009690000000D'],2014-12-31,2025-12-31 00:00:00,60039.0,100.0,15685.0,-44254.0
261,a88c6b00d514,mckesson corporation,4853 crumpler roc bldg a,['IDB0972A000000'],['0009720000000D'],2014-12-31,2025-12-31 00:00:00,35576.0,100.0,30068.0,-5408.0
262,a88c6b00d514,mckesson corporation,4836 crumper roc bldg a,['IDB0982A000000'],['0009820000000D'],2013-12-31,2025-12-31 00:00:00,4074.0,100.0,1019.0,-2956.0
263,a88c6b00d514,mckesson corporation,4971 southridge,['IDB1793A000000'],['0017930000000D'],2014-12-31,2026-12-31 00:00:00,202.0,100.0,38.0,-64.0
264,2195fc82a7b9,melrose place riverview kansas community development co,2p9o9r0 abtairornon,['IHE0003T000000'],['5900600000730'],2013-05-06,2023-05-05 00:00:00,42515.0,3851.0,0.0,-38664.0
265,ba17477ae72d,mem3 cedarwood llc,2880 beverly hills road,['IHE0007I000000'],['880080000132'],2022-06-23,2042-06-22 00:00:00,35211.0,9261.0,0.0,-25950.0
266,117daee6dc62,mem3 sundridge llc,4990 clinchstone circle,['IHE0007H000000'],['870530000050'],2022-06-23,2042-06-22 00:00:00,31294.0,8231.0,0.0,-23063.0
267,3fdb130be93a,memory austin bishop union main holdings llc,77 main,['ICC02240000000'],['204200000050'],1997-12-31,2025-12-31 00:00:00,25464.0,1737.0,0.0,-23727.0
268,372de50563c7,memphis 99 parking garage lp,99 main,['ICC00500000000'],['200700000080'],1985-07-25,2025-07-24 00:00:00,58701.0,30240.0,0.0,-28461.0
269,6f5204b3b1a0,memphis commerce square partners llc,40 main,['ICC07360000000'],['0020560000001Z'],2010-12-23,2030-12-23 00:00:00,250860.0,61208.0,47413.0,-142239.0
270,2ed2f9eac000,memphis community housing inc,1443 court,['IPH01150000000'],"['01702200000060', ' 7207200000280']",1993-11-30,End of Loan,7623.0,504.0,0.0,-7119.0
271,492e94835954,memphis jewish housing development,0 poplar,['IPH0000C000000'],['8000800002380'],1989-01-01,End of Loan,9549.0,3600.0,0.0,-5949.0
272,e9bf4d046ff7,memphis plaza llc,2863 getwell,['IHE0005Q000000'],['7301700001950'],2020-05-01,2040-04-30 00:00:00,131021.0,14916.0,0.0,-116105.0
273,555134f646b4,memphis redbirds baseball,union third st,['ICC03800000000'],"['0020600000004C', '00206000000120', '00502000 00021C']",1998-12-01,2028-12-01 00:00:00,63449.0,0.0,0.0,-63449.0
274,7454c78fba85,memphis supportive housing inc,1456 gillham,['IPH0000M000000'],['8900800000480'],2000-10-05,End of Loan,26332.0,835.0,0.0,-25497.0
275,540d55713797,memphis towers tn tc lp,1081 court,['IHE0005L000000'],['0180680000001C'],2020-12-01,2045-11-30 00:00:00,150843.0,63529.0,0.0,-87314.0
276,563b8ec3571d,memphis volunteers of america elderly housing inc,3815 austin peay,['IMC00000000030'],['8601500000770'],2010-04-21,End of Loan,62055.0,2700.0,0.0,-59355.0
277,13b14cad92f4,mh strategies family rad,651 como dr,['IHE0006L000000'],"['0110300A000030', ' 0110300A000040', ' 0110300A000050', ' 0110300A000060', ' 0110300A000070', ' 0110300A000080', ' 0110300A000090', ' 0110300A000100', ' 0110300A000110', ' 0110300A000120', ' 0110300A000130', ' 0110300A000140', ' 0110300A000150', ' 0110300A000160', ' 0110300A000170', ' 0110300A000180', ' 0110300A000190', ' 0110300A000200', ' 0110300A000210', ' 0110300A000220', ' 0110300A000230', ' 0110300A000240', ' 0110300A000250', ' 0010620A000050', ' 0010960A000210', ' 0010960A000300', ' 0010960A000370', ' 00110500000100', ' 00110500000090 ', '0010960A000640', ' 0010960A000640', ' 0010960A000540', ' 0010960A000510', ' 0010960A000420', ' 0010960A000450', ' 0010960A000480', ' 00110400000110', ' 00110400000100', ' 00110400000100', ' 00110300000090', ' 00110400000090', ' 00105900000160', ' 00105800000190', ' 00105900000130', ' 00105800000150', ' 00107500000040', ' 00107500000040', ' 00107500000040', ' 00108800000190', ' 00109000000170', ' 00109800000100', ' 00109800000110', ' 00109900000260', ' 00109900000270', ' 0270070000024C', ' 00107200000290', ' remaining provided upon request']",2021-12-01,2041-11-30 00:00:00,261909.0,27968.0,0.0,-233941.0
278,13b14cad92f4,mh strategies family rad,943 colleg park dr,['IHE0006Y000000'],"['0140080A000020', ' 0140080A000010', ' 0140080A000030', ' 0140080B000030', ' 0140080B000010', ' 0140080B000040', ' 0140080B000050', ' 0140080B000060', ' 0140080B000043']",2021-12-01,2041-11-30 00:00:00,120063.0,87937.0,0.0,-32126.0
