,owner_id,owner,location,pilot_parcel_no,underlying_parcel_number,begin_date,end_date,assmt_taxes,pilot_contract_amt,pilot_debt_service_amt,difference
156,9a0da30ab5f8,lucite international inc,2665 fite,['IDB1756A000000'],['0017560000000D'],2011-12-31,2026-12-31 00:00:00,1824.0,0.0,456.0,-1368.0
157,4b885413c4b2,ampro industries inc,4171 steele st,['IDB1761A000000'],['0017610000000D'],2021-01-01,2024-12-31 00:00:00,52127.0,0.0,13032.0,-39096.0
158,bfb9050dcf89,servicemaster consumer services limited,150 peabody,['IDB1763A000000'],['0017630000000D'],2017-12-31,2032-12-31 00:00:00,382.0,0.0,96.0,-287.0
159,688b241ca719,binghampton gateway llc,516 tillman,['IDB17660000000'],"['03704200000460', ' 03704200000470']",2017-12-31,2032-12-31 00:00:00,68763.0,908.0,17191.0,-50664.0
160,6f8947d1f628,western b south tn llc,5625 challenge,['IDB17670000000'],['9340000005650'],2019-05-18,2029-05-18 00:00:00,334772.0,145965.0,47202.0,-141606.0
161,29d27c135c1a,onyx medical llc,1800 shelby oaks,['IDB17690000000'],['0890440000360C'],2018-12-31,2028-12-31 00:00:00,94722.0,49089.0,20952.0,-24681.0
162,67d9b17e1447,valero refining company tennessee llc,543 west mallory,['IDB1772A000000'],['0017720000000D'],2016-12-31,2031-12-31 00:00:00,231196.0,100.0,57799.0,-173297.0
163,a865c500e56c,riviana foods inc,2314 laurderdale,['IDB1773A000000'],['0017730000000D'],2019-12-31,2026-12-31 00:00:00,96209.0,0.0,24052.0,-72157.0
164,07e21a66c1cd,peroxychem llc,2178 central,['IDB1774A000000'],['0017740000000D'],2019-12-31,2021-12-31 00:00:00,34229.0,0.0,8557.0,-25672.0
165,5b622a63ecad,agilent technologies inc,5050 holmes,['IDB1775A000000'],['0017500000000D'],2018-12-31,2028-12-31 00:00:00,14808.0,0.0,3702.0,-11106.0
166,f44045c47845,technicolor videocassette of michigan,4926 southridge,['IDB1775A200000'],['0017750000000D'],2019-12-31,2034-12-31 00:00:00,3247.0,0.0,812.0,-2435.0
167,f44045c47845,technicolor videocassette of michigan,6481 highway 51,['IDB1776A000000'],['0017760000000D'],2019-12-31,2034-12-31 00:00:00,2779.0,0.0,695.0,-2085.0
168,f44045c47845,technicolor videocassette of michigan,7990 trinity rd,['IDB1777A000000'],['0017770000000D'],2019-12-31,2034-12-31 00:00:00,342.0,0.0,85.0,-256.0
169,f44045c47845,technicolor videocassette of michigan,4155 holmes,['IDB1778A000000'],['0017780000000D'],2019-12-31,2034-12-31 00:00:00,5716.0,0.0,1429.0,-4287.0
170,a306bd21ac6c,pfizer inc,1585 elvis presley,['IDB1779A000000'],['0017790000000D'],2019-12-31,2032-12-31 00:00:00,18885.0,0.0,4721.0,-14164.0
171,824ee38734b1,franklin sports inc,5510 getwell,['IDB1780A000000'],['0017800000000D'],2019-12-31,2025-12-31 00:00:00,1454.0,0.0,364.0,-1091.0
172,7f4876caedfb,mimeo com,3350 miac,['IDB1782A000000'],['0017820000000D'],2019-12-31,2034-12-31 00:00:00,7280.0,0.0,1820.0,-5460.0
173,4a211e9653df,sylvamo,6077 primacy,['IDB17850000000'],['8100400000170'],2022-01-01,2036-12-31 00:00:00,174277.0,65035.0,13721.0,-95520.0
174,896f604494cb,autozone inc,1585 elvis presley,['IDB1790A000000'],['0017900000000D'],2019-12-31,2034-12-31 00:00:00,19438.0,0.0,4859.0,-14578.0
175,a88c6b00d514,mckesson corporation,4971 southridge,['IDB1793A000000'],['0017930000000D'],2014-12-31,2026-12-31 00:00:00,202.0,100.0,38.0,-64.0
176,c8a35803880a,hyosung heavy industries corporation,2865 riverport,['IDB1794A000000'],['0017940000000D'],2019-12-31,2030-12-31 00:00:00,39178.0,0.0,9794.0,-29383.0
177,a14dcd26559b,big box property owner c llc,3955 holmes,['IDB17950000000'],"['09410000001530', ' 09410000001550']",2019-12-31,2029-12-31 00:00:00,651966.0,519726.0,33491.0,-98750.0
178,059e66621c55,sedgwick claims management services inc,8125 sedgwick,['IDB1795A000000'],['0017950000000D'],2019-12-31,2024-12-31 00:00:00,17005.0,0.0,4251.0,-12754.0
179,824ee38734b1,franklin sports inc,5510 getwell,['IDB17960000000'],['9410000000700'],2020-02-01,2026-02-01 00:00:00,515421.0,370683.0,36185.0,-108554.0
180,059e66621c55,sedgwick claims management services inc,2846 airways,['IDB1796A000000'],['0017960000000D'],2018-12-31,2033-12-31 00:00:00,18433.0,0.0,4608.0,-13825.0
181,47024faf458f,the memphian hotel,21 cooper,['IDB17970000000'],['1707300000220'],2020-10-01,2035-09-30 00:00:00,170658.0,3202.0,41118.0,-126338.0
182,d6645cf714fb,nucor steel memphis inc,2315 pier,['IDB1797A000000'],['0017970000000D'],2020-01-01,2024-12-31 00:00:00,5776.0,0.0,1444.0,-4332.0
183,567dcc9200e4,olymbec usa llc,611 winchester,['IDB17980000000'],['7701700000030'],2020-09-01,2035-09-01 00:00:00,44869.0,6947.0,9629.0,-28293.0
184,a94ece10a6f2,exel,6200 global drive,['IDB1798A000000'],['0943000000601C'],2020-12-31,2027-12-31 00:00:00,191175.0,0.0,14711.0,-176463.0
185,7f4876caedfb,mimeo com,3350 miac,['IDB17990000000'],['7300600000550'],2020-01-01,2034-12-31 00:00:00,61618.0,14029.0,5504.0,-42085.0
186,059e66621c55,sedgwick claims management services inc,8125 sedgwick,['IDB18000000000'],['8109200000020'],2018-12-31,2033-12-31 00:00:00,281865.0,63867.0,26397.0,-191601.0
187,824ee38734b1,franklin sports inc,5510 getwell,['IDB1800A000000'],['0018000000000D'],2020-12-31,2036-12-31 00:00:00,16176.0,0.0,4044.0,-12132.0
188,ac4da4d1c3c4,1544 madison partners,1544 madison,['IDB18010000000'],"['0170310000012C', ' 01703100000300']",2019-11-01,2036-10-31 00:00:00,11887.0,15319.0,0.0,3432.0
189,095fc36a7e36,hyosung hico ltd,2865 riverport rd,['IDB18020000000'],"['05011800000380', ' 05011800000550']",2020-12-14,2031-02-13 00:00:00,442579.0,0.0,110645.0,-331935.0
190,f8cb14b5ae23,spus9 memphis global lp,6200 global drive,['IDB18030000000'],['0943000000601C'],2020-06-01,2027-06-01 00:00:00,254900.0,99411.0,44035.0,-111454.0
191,52eeaaac4fa7,power transport,2098 executive court dr,['IDB18040000000'],['06022220I000150'],2019-12-01,2027-12-31 00:00:00,2282.0,9002.0,0.0,6720.0
192,07e21a66c1cd,peroxychem llc,2005 market st,['IDB18050000000'],['0690740000014L'],2019-12-31,2026-12-31 00:00:00,109032.0,5990.0,25761.0,-77282.0
193,a306bd21ac6c,pfizer inc,949 shady grove,['IDB1806A000000'],['0018060000000D'],2020-12-31,2033-12-31 00:00:00,1632.0,0.0,408.0,-1224.0
194,3ca1e9fd3ae9,stepherson incorporated d b a superlo foods,2269 lamar,['IDB18070000000'],"['04702000001310', ' 04702000001320']",2019-12-31,2034-12-31 00:00:00,21699.0,8769.0,3381.0,-9549.0
195,6041ec838e5a,technicolor,4155 holmes,['IDB1807A000000'],['0018070000000D'],2021-01-01,2035-12-31 00:00:00,8725.0,0.0,2181.0,-6544.0
196,6041ec838e5a,technicolor,5215 lamar,['IDB1808A000000'],['0018080000000D'],2021-01-01,2035-12-31 00:00:00,1820.0,0.0,455.0,-1365.0
197,6041ec838e5a,technicolor,5140 memphis oaks,['IDB1809A000000'],['0018090000000D'],2021-01-01,2035-12-31 00:00:00,5029.0,0.0,1257.0,-3772.0
198,6041ec838e5a,technicolor,4926 southridge,['IDB1810A000000'],['0018100000000D'],2020-12-31,2034-12-31 00:00:00,2447.0,0.0,612.0,-1835.0
199,48e8ed513fd6,penn a kem llc,3324 chelsea,['IDB1811A000000'],['0018110000000D'],2020-12-31,2032-12-31 00:00:00,39260.0,0.0,9815.0,-29445.0
200,7f4876caedfb,mimeo com,3350 miac,['IDB1812A000000'],['0018120000000D'],2008-12-31,2021-12-31 00:00:00,17988.0,0.0,4497.0,-13491.0
201,0927121237fd,blues city brewery llc,5151 e raines,['IDB1813A000000'],['0018130000000D'],2020-12-31,2032-12-31 00:00:00,484586.0,0.0,90860.0,-393726.0
202,31ac869e3d8a,nternational paper company,3232 players club,['IDB1815A000000'],['0018150000000D'],2016-12-31,2031-12-31 00:00:00,66441.0,100.0,16610.0,-49730.0
203,31ac869e3d8a,nternational paper company,6400 poplar tower 3,['IDB1817A000000'],['0018170000000D'],2016-12-31,2031-12-31 00:00:00,6216.0,100.0,1153.0,-4963.0
204,31ac869e3d8a,nternational paper company,6165 holmes,['IDB1818A000000'],['0018180000000D'],2016-12-31,2031-12-31 00:00:00,3887.0,100.0,977.0,-2810.0
205,31ac869e3d8a,nternational paper company,1740 international dr,['IDB1819A000000'],['0018190000000D'],2016-12-31,2031-12-31 00:00:00,5076.0,100.0,1269.0,-3707.0
206,31ac869e3d8a,nternational paper company,6400 poplar tower 1,['IDB1820A000000'],['0018200000000D'],2016-12-31,2031-12-31 00:00:00,12859.0,100.0,3215.0,-9544.0
207,a94ece10a6f2,exel,3300 tchulatech,['IDB18210000000'],"['09410000003030', ' 09410000003190']",2021-07-01,2034-06-30 00:00:00,941827.0,47069.0,223689.0,-671068.0
208,095fc36a7e36,hyosung hico ltd,2865 riverpoint,['IDB1821A000000'],['0018210000000D'],2020-12-31,2031-12-31 00:00:00,265069.0,0.0,66267.0,-198802.0
209,3de41c3bdd01,autozone,123 front,['IDB1822A000001'],['179800000000'],2021-01-01,2035-12-31 00:00:00,0.0,0.0,4729.0,4729.0
210,ad9ce4e904a7,2615 summer ave llc dba stone solution,2615 summer ave,['IDB1823A000000'],['1823000000000'],2021-01-01,2025-12-31 00:00:00,0.0,0.0,2491.0,2491.0
211,6073e3c75bf3,autozone parts,100 front,['IDB18240000000'],"['00204200000210', '00204200000200', ' 00204200000190']",2021-02-01,2024-12-31 00:00:00,95092.0,19074.0,21567.0,-54451.0
212,7532a30aa8f0,crown world,2990 airways,['IDB18250000000'],['6022000000760'],2021-04-01,2031-04-01 00:00:00,11675.0,2388.0,2322.0,-6965.0
213,db87b5df63b9,lesaint logistics llc,5461 davidson,['IDB18280000000'],['9420000004460'],2020-12-31,2030-12-31 00:00:00,488089.0,149445.0,84667.0,-253977.0
214,09be4da5fa4d,makowsky ringel green llc,1819 madison,['IDB18290000000'],['0170470000003C'],2020-10-01,2034-09-30 00:00:00,165161.0,6577.0,38429.0,-120155.0
215,48e8ed513fd6,penn a kem llc,3324 chelsea,['IDB1829A000000'],['4304700000140'],2021-12-31,2033-12-31 00:00:00,15804.0,0.0,9651.0,-6153.0
216,745ec30ac69c,raymond james associates,889 ridge lake,['IDB18300000000'],['0800230J000010'],2021-12-31,2029-12-31 00:00:00,142775.0,126788.0,7577.0,-8410.0
217,745ec30ac69c,raymond james associates,1100 ridgeway loop,['IDB18310000000'],['0800240000011C'],2021-12-31,2029-12-31 00:00:00,360941.0,301717.0,14806.0,-44418.0
218,6b6dca23bf27,cognate bioservices inc,4600 e shelby drive,['IDB1831A000000'],['D0018310000000'],2021-12-31,2036-12-31 00:00:00,11041.0,0.0,2070.0,-8970.0
219,7ad23bff2839,ubiquiti inc,6200 global drive,['IDB1832A000000'],['D0018320000000'],2021-12-31,2031-12-31 00:00:00,17906.0,0.0,3357.0,-14549.0
220,29d27c135c1a,onyx medical llc,1800 n shelby oaks,['IDB1833A000000'],['D0018330000000'],2019-12-31,2029-12-31 00:00:00,20500.0,0.0,3844.0,-16656.0
221,f30f80e7f520,exel inc,3300 tchulatech drive,['IDB1834A000000'],['D0018340000000'],2021-12-31,2034-12-31 00:00:00,590454.0,0.0,18289.0,-572164.0
222,94b5ac3f99d1,primacy property leasing memphis llc,6077 primacy parkway,['IDB18350000000'],['8100400000170'],2021-12-31,2036-12-31 00:00:00,174277.0,43065.0,13721.0,-117491.0
223,f30f80e7f520,exel inc,3387 tchulatech drive,['IDB1835A000000'],['D0018350000000'],2021-12-31,2034-12-31 00:00:00,351374.0,0.0,6780.0,-344594.0
224,39f870a29158,a z lrc 1 llc,7625 appling center drive,['IDB18360000000'],['9200500000530'],2022-01-01,2032-01-01 00:00:00,105128.0,56319.0,12202.0,-36607.0
225,33206a8f8de4,tag american way real estate llc,4430 4504 american way,['IDB1836A000000'],['0018360000000D'],2019-12-31,2031-12-31 00:00:00,0.0,0.0,575.0,575.0
226,56c594d36bc2,aesthetic management partners inc,9113 macon road,['IDB18370000000'],['D0215000004660'],2022-07-01,2034-06-30 00:00:00,33379.0,8261.0,2141.0,-22977.0
227,47024faf458f,the memphian hotel,21 s cooper,['IDB1842A000000'],['0018420000000D'],2020-10-01,2035-09-30 00:00:00,28191.0,0.0,7043.0,-21148.0
228,9c5a7048457b,autozone part inc,100 104 110 123 s front st,['IDB1843A000000'],"['00204200000210', '00204200000200', '002 04200000190', '0020440000004C']",2021-12-31,2036-12-31 00:00:00,440950.0,0.0,13413.0,-427536.0
229,d629ffb109e5,thrive landlord llc,2344 autumn avenue 2345 parkway place,['IDB18440000000'],"['0330050000042Z', ' 0330020000036Z']",2022-06-30,2037-06-30 00:00:00,8897.0,8897.0,0.0,0.0
230,a94ece10a6f2,exel,6200 global drive,['IDB1844A000000'],['0018340000000D'],2021-12-31,2028-12-01 00:00:00,0.0,4024.0,0.0,4024.0
231,36bed43890d7,triple bell,0 e holmes 0 airways blvd 5568 airways blvd,['IDB18460000000'],"['0440000000100C', ' 09440000001010', ' 09440000001110', ' 09440000001120', ' 09440000001130', ' 09440000001370', ' 09440000001530']",2020-12-01,2026-11-30 00:00:00,436235.0,33455.0,105644.0,-297135.0
232,8a4854a2ec2e,walgreen co,3299 tchulatech,['IDB18470000000'],['9410000003180'],2022-02-01,2032-02-01 00:00:00,168737.0,3599.0,13665.0,-151473.0
233,378252bb8c38,water to wine,3637 park,['IDB18480000000'],['5804800000050'],2022-07-01,2033-07-01 00:00:00,5150.0,1244.0,845.0,-3061.0
234,a94ece10a6f2,exel,3299 tchulatech,['IDB18490000000'],['9410000003180'],2022-01-01,2026-12-31 00:00:00,168737.0,6491.0,24645.0,-137600.0
235,e8d379e72c19,international paper,5321 e shelby dr,['IDB18500000000'],['9360000004410'],2022-07-01,2030-12-31 00:00:00,99902.0,4025.0,11581.0,-84296.0
236,7e23b7e9fdf7,alphatec spine,1950 camino vida rable aly,['IDB18510000000'],['7410100000290'],2022-01-01,2032-12-31 00:00:00,37356.0,2617.0,5448.0,-29292.0
237,407bf6c8c143,imperial,6099 global drive,['IDB18520000000'],['9420000005030'],2021-07-01,2031-07-01 00:00:00,194240.0,5547.0,23526.0,-165167.0
238,c78df44fa4ed,renasant,5575 poplar,['IDB18530000000'],['0560600000001C'],2021-07-01,2031-07-01 00:00:00,169927.0,66241.0,23602.0,-80084.0
239,2c157c47bb22,ebrofrost riviana,2360 prospect,['IDB18540000000'],['0490680000004C'],2017-01-01,2024-01-01 00:00:00,165717.0,92343.0,18643.0,-54730.0
240,f1f6ae50704c,the pallet factory,3740 arnold road,['IDB18550000000'],['0730920000066C'],2020-12-31,2027-12-31 00:00:00,19419.0,12475.0,1736.0,-5208.0
